id,name
105,Adoor Gopalakrishnan
106,Adrian Brunel
107,Adrian Edmondson
108,Adrian Grenier
109,Adrian Grunberg
110,Adrian Lyne
111,Adrian Pasdar
112,Adrian Pennick
113,Adrian Shergold
114,Adrian Teh
115,Adrian Vitoria
116,Adriana Barbaro
117,Adriana Maggs
118,Adrienne Shelly
119,Adrián Biniez
120,Adrián Cardona
121,Adrián García Bogliano
122,Afonso Poyart
123,Agnieszka Holland
124,Agnieszka Wojtowicz-Vosloo
125,Agnès Jaoui
126,Agnès Merlet
127,Agnès Obadia
128,Agnès Varda
129,Agustin
130,Agustí Vila
131,Agustí Villaronga
132,Agustín Díaz Yanes
133,Aharon Keshales
134,Ahmad Abdalla
135,Ahmed Ahmed
136,Ahmed El Maanouni
137,Ahmed Khan
138,Aigars Grauba
139,Aik Karapetian
140,Aileen Ritchie
141,Aimee Lagos
142,Aisling Walsh
143,Aiyana Elliott
144,Ajay Bahl
145,Ajmal Zaheer Ahmad
146,Aki Kaurismäki
147,Akihiko Shiota
148,Akira Inoue
149,Akira Kurosawa
150,Akiva Goldsman
151,Akiva Schaffer
152,Akiyoshi Kimata
153,Akiz
154,Akseli Tuomivaara
155,Aktan Arym Kubat
156,Aku Louhimies
157,Akçay Karaazmak
158,Al Adamson
159,Al Corley
160,Al Pacino
161,Al Reinert
162,Al Waxman
163,Alain Berbérian
164,Alain Berliner
165,Alain Cavalier
166,Alain Chabat
167,Alain Corneau
168,Alain Guiraudie
169,Alain Jessua
170,Alain Payet
171,Alain Resnais
172,Alain Robbe-Grillet
173,Alain Tanner
174,Alan Alda
175,Alan Ari Lazar
176,Alan Arkin
177,Alan Ball
178,Alan Berliner
179,Alan Birkinshaw
180,Alan Brown
181,Alan Clarke
182,Alan Cohn
183,Alan Cooke
184,Alan Crosland
185,Alan Cumming
186,Alan G. Parker
187,Alan Gibson
188,Alan Hicks
189,Alan Holleb
190,Alan Hruska
191,Alan J. Pakula
192,Alan Jacobs
193,Alan James
194,Alan Johnson
195,Alan Lowery
196,Alan Mehrez
197,Alan Metter
198,Alan Metzger
199,Alan Myerson
200,Alan Parker
201,Alan Peterson
202,Alan Polsky
203,Alan Poul
204,Alan Rafkin
205,Alan Rickman
206,Alan Roberts
207,Alan Rudolph
208,Alan Shapiro
209,Alan Smythe
210,Alan Spencer
211,Alan Taylor
212,Alan Wade
213,Alan White
214,Alan Yuen
215,Alan Zweig
216,Alastair Fothergill
217,Albert Austin
218,Albert Band
219,Albert Brooks
220,Albert Dupontel
221,Albert Finney
222,Albert Herman
223,Albert Hughes
224,Albert Lamorisse
225,Albert Lewin
226,Albert Magnoli
227,Albert Maysles
228,Albert Parker
229,Albert Pyun
230,Albert S. Rogell
231,Albert Xavier
232,Albert Zugsmith
233,Albertina Carri
234,Alberto Cardone
235,Alberto Cavalcanti
236,Alberto Cavallone
237,Alberto De Martino
238,Alberto Lattuada
239,Alberto Rodríguez
240,Alberto Sciamma
241,Alberto Sordi
242,Aldo Baglio
243,Aldo Lado
244,Alec Baldwin
245,Alec Gillis
246,Alejandro Agresti
247,Alejandro Amenábar
248,Alejandro Brugués
249,Alejandro Chomski
250,Alejandro Fadel
251,Alejandro Fernández Almendras
252,Alejandro G. Iñárritu
253,Alejandro Hidalgo
254,Alejandro Jodorowsky
255,Alejandro Monteverde
256,Alejo Moguillansky
257,Alek Keshishian
258,Alekos Sakellarios
259,Aleksa Gajic
260,Aleksandar Petrovic
261,Aleksander Bach
262,Aleksander Nordaas
263,Aleksandr Alov
264,Aleksandr Atanesyan
265,Aleksandr Buravskiy
266,Aleksandr Dovzhenko
267,Aleksandr Efremov
268,Aleksandr Kott
269,Aleksandr Melnik
270,Aleksandr Mitta
271,Aleksandr Pavlovskiy
272,Aleksandr Petrov
273,Aleksandr Proshkin
274,Aleksandr Ptushko
275,Aleksandr Rogozhkin
276,Aleksandr Rou
277,Aleksandr Sery
278,Aleksandr Sokurov
279,Aleksandr Veledinskiy
280,Aleksey Balabanov
281,Aleksey German
282,Aleksey German Jr.
283,Aleksey Nuzhnyy
284,Aleksey Popogrebskiy
285,Aleksey Sidorov
286,Aleksey Uchitel
287,Aleksi Mäkelä
288,Aleksi Vellis
289,Alessandro Angelini
290,Alessandro Blasetti
291,Alessandro Capone
292,Alessandro D'Alatri
293,Alessandro Rak
294,Alex Bowen
295,Alex Chandon
296,Alex Cox
297,Alex Craig Mann
298,Alex De Rakoff
299,Alex Garland
300,Alex Gibney
301,Alex Goyette
302,Alex Graves
303,Alex Holdridge
304,Alex Holmes
305,Alex Infascelli
306,Alex Jones
307,Alex Kalymnios
308,Alex Karpovsky
309,Alex Kendrick
310,Alex Kurtzman
311,Alex March
312,Alex Merkin
313,Alex Nicol
314,Alex Orwell
315,Alex Pillai
316,Alex Proyas
317,Alex Ranarivelo
318,Alex Rivera
319,Alex Ross Perry
320,Alex Rotaru
321,Alex Schmidt
322,Alex Segal
323,Alex Sichel
324,Alex Smith
325,Alex Steyermark
326,Alex Stockman
327,Alex Turner
328,Alex Winter
329,Alex Wright
330,Alex Zamm
331,Alex van Warmerdam
332,Alexander Esway
333,Alexander Freeman
334,Alexander Grasshoff
335,Alexander Hall
336,Alexander Holt
337,Alexander Kluge
338,Alexander Korda
339,Alexander Mackendrick
340,Alexander Nanau
341,Alexander Olch
342,Alexander Payne
343,Alexander Poe
344,Alexander Singer
345,Alexander Witt
346,Alexandra Kondracke
347,Alexandra Lescaze
348,Alexandra Lipsitz
349,Alexandra Pelosi
350,Alexandra-Therese Keining
351,Alexandre Aja
352,Alexandre Arcady
353,Alexandre Bustillo
354,Alexandre Coffre
355,Alexandre Courtès
356,Alexandre Espigares
357,Alexandre Heboyan
358,Alexandre O. Philippe
359,Alexandre Rockwell
360,Alexandre de La Patellière
361,Alexandros Avranas
362,Alexandru Maftei
363,Alexandru Solomon
364,Alexis Dos Santos
365,Alexis Durand-Brault
366,Alexis Lloyd
367,Alexs Stadermann
368,Alf Kjellin
369,Alf Sjöberg
370,Alfonso Albacete
371,Alfonso Arau
372,Alfonso Brescia
373,Alfonso Cuarón
374,Alfonso Gomez-Rejon
375,Alfred E. Green
376,Alfred Hitchcock
377,Alfred J. Goulding
378,Alfred L. Werker
379,Alfred Lot
380,Alfred Santell
381,Alfred Sole
382,Alfred Vohrer
383,Alfred Zeisler
384,Alfredo Rodriguez de Villa
385,Alfredo Soderguit
386,Alfredo Zacarías
387,Algimantas Puipa
388,Ali Abbas Zafar
389,Ali Khamraev
390,Ali Rafie
391,Ali Selim
392,Ali Taner Baltaci
393,Alice Rohrwacher
394,Alice Wu
395,Alireza Raisian
396,Alison Eastwood
397,Alison Klayman
398,Alison Maclean
399,Alistair Legrand
400,Alister Grierson
401,Alix Lambert
402,Alki David
403,Alla Surikova
404,Allan A. Goldstein
405,Allan Arkush
406,Allan Burns
407,Allan Dwan
408,Allan Eastman
409,Allan Harmon
410,Allan Holzman
411,Allan Miller
412,Allan Mindel
413,Allan Moyle
414,Allan Ungar
415,Allen Baron
416,Allen Coulter
417,Allen H. Miner
418,Allen Hughes
419,Allen Kellogg
420,Allen Reisner
421,Allen Wolf
422,Alli Haapasalo
423,Allison Anders
424,Allison Berg
425,Allison Burnett
426,Allison Liddi-Brown
427,Almut Getto
428,Alper Caglar
429,Aluizio Abranches
430,Alvaro Passeri
431,Alvin Rakoff
432,Alvy Ray Smith
433,Alê Abreu
434,Amanda Gusack
435,Amando de Ossorio
436,Amariah Olson
437,Amat Escalante
438,Amber Benson
439,Ameer Sultan
440,Ameerjan
441,Ami Canaan Mann
442,Amin Dora
443,Amin Matalqa
444,Amir Amirani
445,Amir Bar-Lev
446,Amir Chamdin
447,Amir Muhammad
448,Amir Naderi
449,Amir Valinia
450,Amit Gupta
451,Amma Asante
452,Amol Palekar
453,Amos Gitai
454,Amos Kollek
455,Amos Poe
456,Amos Sefer
457,Amy Berg
458,Amy Hardie
459,Amy Heckerling
460,Amy Holden Jones
461,Amy Redford
462,Amy Rice
463,Amy S. Weber
464,Amy Talkington
465,Amy Wendel
466,Ana Clavell
467,Ana Guevara
468,Ana Kokkinos
469,Ana Lily Amirpour
470,Ana Vlad
471,Anand Gandhi
472,Anand Tucker
473,Anastasia Lapsui
474,Anastasia Pappas
475,Anatole Litvak
476,Andaleeb Sultanpuri
477,Anders Banke
478,Anders Eriksson
479,Anders Grönros
480,Anders Helgeson
481,Anders Jacobsson
482,Anders Morgenthaler
483,Anders Nilsson
484,Anders Rønnow Klarlund
485,Anders Thomas Jensen
486,Andi Rogenhagen
487,Andrea Arnold
488,Andrea Bianchi
489,Andrea Blaugrund Nevins
490,Andrea Di Stefano
491,Andrea Molaioli
492,Andrea Staka
493,Andrea Tonacci
494,Andrea Zaccariello
495,Andreas Dalsgaard
496,Andreas Dresen
497,Andreas Kleinert
498,Andreas Prochaska
499,Andreas Schnaas
500,Andreas Öhman
501,Andrei Tarkovsky
502,Andrei Ujica
503,Andrej Kosak
504,Andres Kõpper
505,Andres Maimik
506,Andres Veiel
507,Andrew Adamson
508,Andrew Bellware
509,Andrew Bergman
510,Andrew Birkin
511,Andrew Black
512,Andrew Bowser
513,Andrew Bujalski
514,Andrew C. Erin
515,Andrew Chiaramonte
516,Andrew Cividino
517,Andrew Corvey
518,Andrew Currie
519,Andrew Cymek
520,Andrew Davis
521,Andrew Dominik
522,Andrew Douglas
523,Andrew Erwin
524,Andrew Fleming
525,Andrew Gallerani
526,Andrew Gernhard
527,Andrew Gilbert
528,Andrew Goth
529,Andrew Green
530,Andrew Grieve
531,Andrew Haigh
532,Andrew Horn
533,Andrew Hull
534,Andrew Hyatt
535,Andrew J. Kuehn
536,Andrew James
537,Andrew Jarecki
538,Andrew Jenks
539,Andrew Knight
540,Andrew Kotting
541,Andrew L. Stone
542,Andrew Lancaster
543,Andrew Lane
544,Andrew Lau Wai-Keung
545,Andrew Lauer
546,Andrew Leman
547,Andrew Levitas
548,Andrew Marton
549,Andrew Mogel
550,Andrew Molina
551,Andrew Mondshein
552,Andrew Morahan
553,Andrew Morgan
554,Andrew Napier
555,Andrew Niccol
556,Andrew Okpeaha MacLean
557,Andrew Oudot
558,Andrew Paquin
559,Andrew Parkinson
560,Andrew Robinson
561,Andrew Rossi
562,Andrew Ruhemann
563,Andrew Scheinman
564,Andrew Shortell
565,Andrew Sipes
566,Andrew Solt
567,Andrew Stanton
568,Andrew Stevens
569,Andrew Sugerman
570,Andrew Tan
571,Andrew Traucki
572,Andrew V. McLaglen
573,Andrew Wagner
574,Andrew Waller
575,Andrew Wilson
576,Andrew van den Houten
577,Andrews Jenkins
578,Andrey Kavun
579,Andrey Konchalovskiy
580,Andrey Kravchuk
581,Andrey Malyukov
582,Andrey Smirnov
583,Andrey Zvyagintsev
584,Andrucha Waddington
585,Andrzej Bartkowiak
586,Andrzej Celinski
587,Andrzej Jakimowski
588,Andrzej Krakowski
589,Andrzej Munk
590,Andrzej Sekula
591,Andrzej Wajda
592,Andrzej Zulawski
593,András Jeles
594,André Calmettes
595,André Cayatte
596,André Charlot
597,André De Toth
598,André Farwagi
599,André Heller
600,André Hunebelle
601,André Mélançon
602,André Pellenz
603,André Singer
604,André Téchiné
605,André van Heerden
606,André Øvredal
607,Andrés Baiz
608,Andrés Borghi
609,Andrés G. Schaer
610,Andrés Wood
611,Andy Abrahams Wilson
612,Andy Anderson
613,Andy Cadiff
614,Andy Capper
615,Andy Cheng
616,Andy De Emmony
617,Andy Fetscher
618,Andy Fickman
619,Andy Garcia
620,Andy Goddard
621,Andy Grieve
622,Andy Hamilton
623,Andy Humphries
624,Andy Jones
625,Andy Milligan
626,Andy Muschietti
627,Andy Palmer
628,Andy Sidaris
629,Andy Tennant
630,Andy Warhol
631,Andy Wilson
632,Andy Wolk
633,Anees Bazmee
634,Aneta Kopacz
635,Ang Lee
636,Angel Gracia
637,Angela Bettis
638,Angela Christlieb
639,Angela Ismailos
640,Angela Pope
641,Angela Robinson
642,Angelina Jolie
643,Angelo Cianci
644,Angelo J. Guglielmo Jr.
645,Angelo Pannacciò
646,Angus MacLachlan
647,Angus MacLane
648,Anh Hung Tran
649,Anil Mehta
650,Anil Sharma
651,Anita Doron
652,Anja Jacobs
653,Anjali Menon
654,Anjelica Huston
655,Ann Hu
656,Ann Hui
657,Ann Turner
658,Anna Biller
659,Anna Boden
660,Anna Broinowski
661,Anna Campion
662,Anna Chi
663,Anna Justice
664,Anna Maria Tatò
665,Anna Mastro
666,Anna Melikyan
667,Anna Muylaert
668,Anna Odell
669,Anna Reeves
670,Annabel Jankel
671,Anne Bancroft
672,Anne Fletcher
673,Anne Fontaine
674,Anne Goursaud
675,Anne K. Black
676,Anne Renton
677,Anne Sewitsky
678,Anne Wheeler
679,Anne Wivel
680,Anne-Sophie Birot
681,Annemarie Jacir
682,Annette Haywood-Carter
683,Annette K. Olesen
684,Annie J. Howell
685,Anno Saul
686,Anselmo Duarte
687,Anson Hartford
688,Anthony Abrams
689,Anthony Asquith
690,Anthony Barnao
691,Anthony Bell
692,Anthony Burns
693,Anthony Byrne
694,Anthony C. Ferrante
695,Anthony Caldarella
696,Anthony Carras
697,Anthony Chen
698,Anthony DiBlasi
699,Anthony Drazan
700,Anthony Gaudioso
701,Anthony Harvey
702,Anthony Hemingway
703,Anthony Hickox
704,Anthony Hopkins
705,Anthony Howarth
706,Anthony J. Rickert-Epstein
707,Anthony Joseph Giunta
708,Anthony Kimmins
709,Anthony Lefresne
710,Anthony Lucas
711,Anthony M. Lanza
712,Anthony Mann
713,Anthony Michael Hall
714,Anthony Minghella
715,Anthony Newley
716,Anthony Page
717,Anthony Pelissier
718,Anthony Perkins
719,Anthony Powell
720,Anthony Quinn
721,Anthony Russo
722,Anthony Silverston
723,Anthony Spadaccini
724,Anthony Waller
725,Anthony Wonke
726,Antoine Blossier
727,Antoine Delesvaux
728,Antoine Fuqua
729,Antoine de Caunes
730,Antoinette Beumer
731,Anton Corbijn
732,Anton King
733,Anton Lanshakov
734,Anton Leader
735,Antonello Grimaldi
736,Antonia Bird
737,Antonia Bogdanovich
738,Antonia Scarpa
739,Antonino D'Ambrosio
740,Antonio Banderas
741,Antonio Bido
742,Antonio Campos
743,Antonio Chavarrías
744,Antonio Hens
745,Antonio Hernández
746,Antonio Isasi-Isasmendi
747,Antonio Margheriti
748,Antonio Mercero
749,Antonio Naharro
750,Antonio Negret
751,Antonio Pietrangeli
752,Antonio Román
753,Antonio Serrano
754,Antonio Tibaldi
755,Antonio Trashorras
756,Antonio Tublen
757,Antony Cordier
758,Antony Hoffman
759,Antony Thomas
760,Antti Haase
761,Antti Jokinen
762,Antti-Jussi Annila
763,António Lopes Ribeiro
764,Anu Menon
765,Anup Bhandari
766,Anup Singh
767,Anupam Kher
768,Anupam Sharma
769,Anurag Basu
770,Anurag Kashyap
771,Anurag Singh
772,Anusha Rizvi
773,Anya Camilleri
774,Apichatpong Weerasethakul
775,Apoorva Lakhia
776,Arab Nasser
777,Aram Avakian
778,Arbaaz Khan
779,Arch Hall Sr.
780,Arch Nicholson
781,Arch Oboler
782,Archie Gips
783,Archie Mayo
784,Ari Folman
785,Ari Gold
786,Ari Kirschenbaum
787,Ari Sandel
788,Ari Taub
789,Ariane Mnouchkine
790,Aric Avelino
791,Arie Posin
792,Ariel Vromen
793,Ariel Zeitoun
794,Arild Østin Ommundsen
795,Aris Bafaloukas
796,Aristomenis Tsirbas
797,Arlene Sanford
798,Arliss Howard
799,Armand Mastroianni
800,Armand Schaefer
801,Armando Crispino
802,Armando Iannucci
803,Armen Evrensel
804,Armyan Bernstein
805,Arna Selznick
806,Arnaud Desplechin
807,Arnaud Larrieu
808,Arnaud Viard
809,Arne Feldhusen
810,Arne Glimcher
811,Arne Johnson
812,Arne Skouen
813,Arnold Glassman
814,Arnold Laven
815,Arnold Schwartzman
816,Arnold Schwarzenegger
817,Arnon Goldfinger
818,Aron Gaudet
819,Art Camacho
820,Art Clokey
821,Art Linson
822,Artavazd Peleshian
823,Arthur Allan Seidelman
824,Arthur B. Woods
825,Arthur Barron
826,Arthur Borman
827,Arthur C. Pierce
828,Arthur Crabtree
829,Arthur Davis
830,Arthur Dreifuss
831,Arthur Ginsberg
832,Arthur Greville Collins
833,Arthur H. Nadel
834,Arthur Hiller
835,Arthur Hilton
836,Arthur Joffé
837,Arthur Lubin
838,Arthur Marks
839,Arthur Penn
840,Arthur Pierson
841,Arthur Ripley
842,Arthur Robison
843,Arthur Sinclair
844,Arthur de Pins
845,Arto Halonen
846,Arto Koskinen
847,Artour Aristakisian
848,Arturo Menendez
849,Arturo Ripstein
850,Artus de Penguern
851,Arunas Matelis
852,Arvin Brown
853,Arvo Kruusement
854,Ascanio Celestini
855,Asger Leth
856,Asghar Farhadi
857,Ash Baron-Cohen
858,Ash Brannon
859,Ash Christian
860,Ashley Miller
861,Ashutosh Gowariker
862,Asia Argento
863,Asif Kapadia
864,Ask Hasselbalch
865,Assaf Bernstein
866,Astra Taylor
867,Astrid Ovalles
868,Ataru Oikawa
869,Ate de Jong
870,Athina Rachel Tsangari
871,Atif Yilmaz
872,Atiq Rahimi
873,Atle Knudsen
874,Atom Egoyan
875,Atsuko Fukushima
876,Atsushi Takeuchi
877,Atsuya Uki
878,Attila C. Arpa
879,Attila Dargay
880,Atul Kale
881,Aubrey Nealon
882,Aubrey Powell
883,Audrey Cummings
884,Audrey Dana
885,Audrey Wells
886,Audrius Juzenas
887,Audu Paden
888,Augusto Genina
889,Auraeus Solito
890,Aurelio Grimaldi
891,Austin Chick
892,Ava DuVernay
893,Avadhoot Gupte
894,Avi Lewis
895,Avi Nesher
896,Avinash Arun
897,Aviva Kempner
898,Axel Corti
899,Axel Petersén
900,Axel Sand
901,Axelle Ropert
902,Ayan Mukherjee
903,Ayelet Menahemi
904,Aytaç Agirlar
905,Aziz Mirza
906,B. Harrison Smith
907,B. Reeves Eason
908,B.Z. Goldberg
909,BJ Davis
910,Babak Najafi
911,Babak Payami
912,Babbar Subhash
913,Babis Makridis
914,Bahman Farmanara
915,Bahman Ghobadi
916,Bahram Beizai
917,Bahram Tavakoli
918,Baillie Walsh
919,Bakhtyar Khudojnazarov
920,Bala
921,Balaji Sakthivel
922,Baldvin Zophoníasson
923,Baltasar Kormákur
924,Banjong Pisanthanakun
925,Banker White
926,Banksy
927,Banmei Takahashi
928,Bao Nguyen
929,Baran bo Odar
930,Barbara Albert
931,Barbara Bialowas
932,Barbara Kopple
933,Barbara Loden
934,Barbara Peeters
935,Barbara Schroeder
936,Barbara Sonneborn
937,Barbara Stepansky
938,Barbara-Anne Steegmuller
939,Barbet Schroeder
940,Barbra Streisand
941,Barmak Akram
942,Barnet Kellman
943,Barry Avrich
944,Barry Battles
945,Barry Cook
946,Barry J. Hershey
947,Barry Levinson
948,Barry Primus
949,Barry Shear
950,Barry Shils
951,Barry Skolnick
952,Barry Sonnenfeld
953,Barry W. Blaustein
954,Bart Freundlich
955,Bartosz Konopka
956,Basel Owies
957,Basil Coleman
958,Basil Dearden
959,Bassam Kurdali
960,Bastian Günther
961,Basu Chatterjee
962,Bavo Defurne
963,Baz Luhrmann
964,Beatrice Alda
965,Becky Smith
966,Beeban Kidron
967,Bejoy Nambiar
968,Bela Negi
969,Belinda Sallin
970,Ben Affleck
971,Ben Blaine
972,Ben Bolt
973,Ben Chanan
974,Ben Coccio
975,Ben Cotner
976,Ben Dobyns
977,Ben Elton
978,Ben Falcone
979,Ben Gluck
980,Ben Hecht
981,Ben Hickernell
982,Ben Hopkins
983,Ben Jones
984,Ben Kellett
985,Ben Ketai
986,Ben Knight
987,Ben Lewin
988,Ben Oliver
989,Ben Palmer
990,Ben Peyser
991,Ben Rekhi
992,Ben Rivers
993,Ben Rock
994,Ben Sharpsteen
995,Ben Sombogaart
996,Ben Stassen
997,Ben Steinbauer
998,Ben Stiller
999,Ben Wheatley
1000,Ben Wright
1001,Ben Younger
1002,Benedek Fliegauf
1003,Benedikt Erlingsson
1004,Benh Zeitlin
1005,Benito Perojo
1006,Benito Zambrano
1007,Benjamin Caron
1008,Benjamin Christensen
1009,Benjamin Guedj
1010,Benjamin Leavitt
1011,Benjamin Ross
1012,Benjamin Statler
1013,Benjamin Stoloff
1014,Benjamin Turner
1015,Benjamín Naishtat
1016,Benjamín Ávila
1017,Bennett Miller
1018,Benni Diez
1019,Benny Boom
1020,Benny Chan
1021,Benny Safdie
1022,Benny Zenga
1023,Benoit Pilon
1024,Benoît Delépine
1025,Benoît Jacquot
1026,Benoît Lamy
1027,Benoît Pétré
1028,Benson Lee
1029,Bent Hamer
1030,Bente Milton
1031,Beom-gu Cho
1032,Berit Nesheim
1033,Bernard Borderie
1034,Bernard Girard
1035,Bernard Knowles
1036,Bernard L. Kowalski
1037,Bernard McEveety
1038,Bernard Rapp
1039,Bernard Rose
1040,Bernard Vorhaus
1041,Bernard Émond
1042,Bernard-Henri Lévy
1043,Bernardo Bertolucci
1044,Bernhard Wicki
1045,Bernie Denk
1046,Bernie Goldmann
1047,Bernt Amadeus Capra
1048,Berry Gordy
1049,Bert I. Gordon
1050,Bert Marcus
1051,Bertie Stephens
1052,Bertrand Arthuys
1053,Bertrand Blier
1054,Bertrand Bonello
1055,Bertrand Tavernier
1056,Bess Kargman
1057,Bestor Cram
1058,Beth Aala
1059,Beth McCarthy-Miller
1060,Bethany Rooney
1061,Betsan Morris Evans
1062,Bette Gordon
1063,Bettina Blümner
1064,Betty Kaplan
1065,Betty Thomas
1066,Beverly Sebastian
1067,Bharat Nalluri
1068,Bharat Rangachary
1069,Bharathiraja
1070,Bibo Bergeron
1071,Bigas Luna
1072,Bilal Lashari
1073,Bill Benenson
1074,Bill Bennett
1075,Bill Berry
1076,Bill Bixby
1077,Bill Brame
1078,Bill Colleran
1079,Bill Condon
1080,Bill Corcoran
1081,Bill Cosby
1082,Bill Cote
1083,Bill Couturié
1084,Bill Douglas
1085,Bill Duke
1086,Bill Eagles
1087,Bill Filipiak
1088,Bill Fishman
1089,Bill Forsyth
1090,Bill Froehlich
1091,Bill Guttentag
1092,Bill Haney
1093,Bill Kalmenson
1094,Bill Karn
1095,Bill Kroyer
1096,Bill Maher
1097,Bill Marchant
1098,Bill Melendez
1099,Bill Milling
1100,Bill Muir
1101,Bill Norton
1102,Bill Paxton
1103,Bill Perez
1104,Bill Persky
1105,Bill Phillips
1106,Bill Plympton
1107,Bill Pohlad
1108,Bill Rebane
1109,Bill Ryan
1110,Bill Semans
1111,Bill Sherwood
1112,Bill Siegel
1113,Bille August
1114,Bille Woodruff
1115,Billy Bob Thornton
1116,Billy Chan
1117,Billy Corben
1118,Billy Crystal
1119,Billy Hopkins
1120,Billy Kent
1121,Billy Morrissette
1122,Billy O'Brien
1123,Billy Ray
1124,Billy Samoa Saleebey
1125,Billy Weber
1126,Billy Wilder
1127,Bimal Roy
1128,Bin Huang
1129,Bitte Andersson
1130,Bitto Albertini
1131,Bix Skahill
1132,Björn Runge
1133,Björne Larson
1134,Blaine Thurier
1135,Blair Erickson
1136,Blair Hayes
1137,Blair Treu
1138,Blair Underwood
1139,Blake Edwards
1140,Blake Van de Graaf
1141,Blayne Weaver
1142,Blutch
1143,Bo Arne Vibenius
1144,Bo Mathorne
1145,Bo Welch
1146,Bo Widerberg
1147,Bo Zenga
1148,Boaz Davidson
1149,Boaz Yakin
1150,Bob Badway
1151,Bob Balaban
1152,Bob Bralver
1153,Bob Brooks
1154,Bob Byington
1155,Bob Clark
1156,Bob Dahlin
1157,Bob Dolman
1158,Bob Fosse
1159,Bob Fugger
1160,Bob Gale
1161,Bob Giraldi
1162,Bob Gosse
1163,Bob Gray
1164,Bob Hathcock
1165,Bob Hercules
1166,Bob Hoge
1167,Bob Keen
1168,Bob Kelljan
1169,Bob Logan
1170,Bob McNaught
1171,Bob Misiorowski
1172,Bob Odenkirk
1173,Bob Rafelson
1174,Bob Saget
1175,Bob Smeaton
1176,Bob Spiers
1177,Bob Swaim
1178,Bob Sweeney
1179,Bob Weinstein
1180,Bobby Boermans
1181,Bobby Connolly
1182,Bobby Farrelly
1183,Bobby Garabedian
1184,Bobby Moresco
1185,Bobby Roe
1186,Bobby Roth
1187,Bobcat Goldthwait
1188,Bogdan George Apetri
1189,Bohdan Sláma
1190,Bonnie Hunt
1191,Boris Acosta
1192,Boris Barnet
1193,Boris Grigorev
1194,Boris Ingster
1195,Boris Khlebnikov
1196,Boris Kunz
1197,Boris Petroff
1198,Boris Sagal
1199,Boris von Sychowski
1200,Borja Brun
1201,Borja Cobeaga
1202,Borys Lankosz
1203,Bostjan Hladnik
1204,Boudewijn Koole
1205,Bouli Lanners
1206,Boyd Kirkland
1207,Brad Anderson
1208,Brad Bernstein
1209,Brad Bird
1210,Brad Copeland
1211,Brad Furman
1212,Brad Isaacs
1213,Brad J. Silverman
1214,Brad McGann
1215,Brad Mirman
1216,Brad Peyton
1217,Brad Silberling
1218,Brad Turner
1219,Bradford May
1220,Bradley Battersby
1221,Bradley Beesley
1222,Bradley King
1223,Bradley Parker
1224,Bradley R. Swirnoff
1225,Bradley Raymond
1226,Bradley Rust Gray
1227,Bradley Walsh
1228,Brady Kiernan
1229,Branden Chambers
1230,Brandon Camp
1231,Brandon Cronenberg
1232,Brandon Trost
1233,Brandon Vietti
1234,Brant Sersen
1235,Breck Eisner
1236,Brenda Chapman
1237,Brendan Cowles
1238,Brendan Maher
1239,Brendan Malloy
1240,Brendon O'Loughlin
1241,Brent Hodge
1242,Brent Huff
